ID,VendorID,Vendor,AccountCode,AccountDescription,DocNo,Amount,Date,Source
3625,,ROBERT WALTERS,,Temporary Agency Staff Costs,75798,1345.50,2009-01-02,268-january_2009
3626,,ROBERT WALTERS,,Temporary Agency Staff Costs,76149,1362.75,2009-01-02,267-january_2009
3627,,RIBA HOLDINGS LIMITED,,Catering Charges,75091,1716.53,2009-01-02,266-january_2009
3628,,REUTERS,,Other External Services,75243,8797.50,2009-01-02,265-january_2009
3629,,REED LEARNING PLC TRAINING ACCOUNT,,Training Courses,73893,1292.50,2009-01-02,264-january_2009
3630,,PRICEWATERHOUSECOOPERS,,Other External Services,74049,1762.50,2009-01-02,263-january_2009
3631,,PRICEWATERHOUSECOOPERS,,Consultancy Fees,75426,29375.00,2009-01-02,262-january_2009
3632,,PLAN PERSONNEL,,Temporary Agency Staff Costs,74780,1169.78,2009-01-02,261-january_2009
3633,,PLAN PERSONNEL,,Temporary Agency Staff Costs,72292,1195.21,2009-01-02,260-january_2009
3634,,PLAN PERSONNEL,,Temporary Agency Staff Costs,71834,1195.21,2009-01-02,259-january_2009
3635,,PIPEDREAM,,Stationery & Consumables,74422,1289.00,2009-01-02,258-january_2009
3636,,PAWSON MEDIA LTD,,Other Supplies & Services,74796,13259.52,2009-01-02,257-january_2009
3637,,PATH NATIONAL LTD,,Other External Services,74665,21901.75,2009-01-02,256-january_2009
3638,,OSBORNE RICHARDSON,,Temporary Agency Staff Costs,75347,1079.21,2009-01-02,255-january_2009
3639,,OPTICHROME,,Publications Printing,75288,2650.00,2009-01-02,254-january_2009
3640,,ODGERS RAY & BERNDTSON,,Recruitment Consultancy Fees,75176,9473.44,2009-01-02,253-january_2009
3641,,OCS SUPPORT SERVICES LTD,,Litter Clearing Contract,75056,2521.73,2009-01-02,252-january_2009
3642,,OCS SUPPORT SERVICES LTD,,Litter Clearing Contract,75057,2723.13,2009-01-02,251-january_2009
3643,,OCS SUPPORT SERVICES LTD,,Litter Clearing Contract,75108,3331.05,2009-01-02,250-january_2009
3644,,OCS SUPPORT SERVICES LTD,,Window Cleaning,75107,11985.19,2009-01-02,249-january_2009
3645,,OCS SUPPORT SERVICES LTD,,Window Cleaning,75622,12245.73,2009-01-02,248-january_2009
3646,,OCS SUPPORT SERVICES LTD,,Window Cleaning,75621,12245.73,2009-01-02,247-january_2009
3647,,OCS SUPPORT SERVICES LTD,,Window Cleaning,75620,12245.73,2009-01-02,246-january_2009
3648,,OCS SUPPORT SERVICES LTD,,Cleaning Charges,75109,32667.99,2009-01-02,245-january_2009
3649,,OCS RESOLUTION SECURITY,,Temporary Agency Staff Costs,75642,1301.81,2009-01-02,244-january_2009
3650,,OCS RESOLUTION SECURITY,,Temporary Agency Staff Costs,75132,4900.98,2009-01-02,243-january_2009
3651,,NORTHGATE HR LIMITED,,Payroll Contract Fees,75787,7674.26,2009-01-02,242-january_2009
3652,,NORTHGATE HR LIMITED,,Payroll Contract Fees,74787,7674.26,2009-01-02,241-january_2009
3653,,NORLAND MANAGED SERVICES LTD,,Equipment Purchase/Hire,75036,2301.14,2009-01-02,240-january_2009
3654,,NORLAND MANAGED SERVICES LTD,,M&E Maintenance Works,75733,2967.66,2009-01-02,239-january_2009
3655,,NORLAND MANAGED SERVICES LTD,,M&E Maintenance Works,75732,3645.30,2009-01-02,238-january_2009
3656,,NORLAND MANAGED SERVICES LTD,,Capital Expenditure - Fixtures & Fittng,73069,5288.19,2009-01-02,237-january_2009
3657,,NORLAND MANAGED SERVICES LTD,,Capital Expenditure - Equipment,75134,11500.00,2009-01-02,236-january_2009
3658,,NORLAND MANAGED SERVICES LTD,,Maintenance Contract,75035,42406.63,2009-01-02,235-january_2009
3659,,NEOPOST LIMITED,,Postage,75048,1379.99,2009-01-02,234-january_2009
3660,,MUSEUM OF LONDON,,Other External Services,74984,43000.00,2009-01-02,233-january_2009
3661,,MR J HOWARD,,Training Courses,76048,2500.00,2009-01-02,232-january_2009
3662,,MITIE ENGINEERING MAINTENANCE,,Mechanical & Electrical Maint Contract,76141,2056.25,2009-01-02,231-january_2009
3663,,MITIE ENGINEERING MAINTENANCE,,Mechanical & Electrical Maint Contract,76138,4018.50,2009-01-02,230-january_2009
3664,,MITIE ENGINEERING MAINTENANCE,,Mechanical & Electrical Maint Contract,75747,6031.16,2009-01-02,229-january_2009
3665,,MITIE ENGINEERING MAINTENANCE,,Mechanical & Electrical Maint Contract,75729,8205.49,2009-01-02,228-january_2009
3666,,MITIE ENGINEERING MAINTENANCE,,Mechanical & Electrical Maint Contract,75647,16071.69,2009-01-02,227-january_2009
3667,,MITIE ENGINEERING MAINTENANCE,,Mechanical & Electrical Maint Contract,75649,17085.43,2009-01-02,226-january_2009
3668,,MISCO,,Stationery & Consumables,2462,-30.88,2009-01-02,225-january_2009
3669,,MISCO,,Other Supplies & Services,75579,2235.60,2009-01-02,224-january_2009
3670,,MISCO,,Other Supplies & Services,75741,3961.75,2009-01-02,223-january_2009
3671,,MICHAEL PAGE LIMITED,,Temporary Agency Staff Costs,75331,1276.50,2009-01-02,222-january_2009
3672,,MEZZANINE 2 LTD,,Hire of Premises,76012,3690.60,2009-01-02,221-january_2009
3673,,MERRION SA,,Lease Costs,75764,44422.15,2009-01-02,220-january_2009
3674,,MEDIAEDGE:CIA UK LTD,,Other Supplies & Services,70685,1031.22,2009-01-02,219-january_2009
3675,,MEDIAEDGE:CIA UK LTD,,Other Supplies & Services,70686,8299.62,2009-01-02,218-january_2009
3676,,MEDIAEDGE:CIA UK LTD,,Other Supplies & Services,70978,25945.50,2009-01-02,217-january_2009
3677,,MAVEN TRAINING LIMITED,,Training Courses,75619,1593.01,2009-01-02,216-january_2009
3678,,MAVEN TRAINING LIMITED,,Training Courses,75618,1593.01,2009-01-02,215-january_2009
3679,,MATCHTECH GROUP,,Temporary Agency Staff Costs,73532,1130.94,2009-01-02,214-january_2009
3680,,MATCHTECH GROUP,,Temporary Agency Staff Costs,75227,1265.00,2009-01-02,213-january_2009
3681,,MATCHTECH GROUP,,Temporary Agency Staff Costs,74764,1265.00,2009-01-02,212-january_2009
3682,,MATCHTECH GROUP,,Temporary Agency Staff Costs,74763,1265.00,2009-01-02,211-january_2009
3683,,MATCHTECH GROUP,,Temporary Agency Staff Costs,74586,1265.00,2009-01-02,210-january_2009
3684,,MATCHTECH GROUP,,Temporary Agency Staff Costs,73530,1292.50,2009-01-02,209-january_2009
3685,,MATCHTECH GROUP,,Temporary Agency Staff Costs,74867,1581.25,2009-01-02,208-january_2009
3686,,MATCHTECH GROUP,,Temporary Agency Staff Costs,74762,1581.25,2009-01-02,207-january_2009
3687,,MATCHTECH GROUP,,Temporary Agency Staff Costs,74761,1581.25,2009-01-02,206-january_2009
3688,,MATCHTECH GROUP,,Temporary Agency Staff Costs,74587,1581.25,2009-01-02,205-january_2009
3689,,MATCHTECH GROUP,,Temporary Agency Staff Costs,74107,1581.25,2009-01-02,204-january_2009
3690,,MATCHTECH GROUP,,Temporary Agency Staff Costs,75044,1615.63,2009-01-02,203-january_2009
3691,,MATCHTECH GROUP,,Temporary Agency Staff Costs,73529,1615.63,2009-01-02,202-january_2009
3692,,MATCHTECH GROUP,,Temporary Agency Staff Costs,73531,1615.63,2009-01-02,201-january_2009
3693,,MARIAM AGBAJE LIMITED,,Other External Services,75725,2400.00,2009-01-02,200-january_2009
3694,,"LONDON WILDLIFE TRUST, THE",,Consultancy Fees,75065,8625.00,2009-01-02,199-january_2009
3695,,LONDON PENSIONS FUND AUTHORITY,,Other Supplies & Services,00000001,45026.10,2009-01-02,198-january_2009
3696,,LONDON NOTTINGHILL CARNIVAL,,Other Supplies & Services,75809,20000.00,2009-01-02,197-january_2009
3697,,LONDON CYCLING CAMPAIGN,,Other Supplies & Services,74806,5750.00,2009-01-02,196-january_2009
3698,,LONDON CHINATOWN CHINESE ASSOCIATION,,Other Supplies & Services,75870,40000.00,2009-01-02,195-january_2009
3699,,LONDON CHINATOWN CHINESE ASSOCIATION,,Other Supplies & Services,75471,40000.00,2009-01-02,194-january_2009
3700,,LONDON BOROUGH OF SOUTHWARK,,Secondment Costs,75563,4120.65,2009-01-02,193-january_2009
3701,,LONDON BOROUGH OF ISLINGTON,,Secondment Costs,75720,11610.82,2009-01-02,192-january_2009
3702,,LOGAN ENERGY LTD,,Consultancy Fees,75088,2875.00,2009-01-02,191-january_2009
3703,,LIMELIGHT PROJECTS LTD,,Other Supplies & Services,75042,110669.69,2009-01-02,190-january_2009
3704,,LEXIS-NEXIS EUROPE,,"Books, Publications & Information",76130,4525.25,2009-01-02,189-january_2009
3705,,LEXIS-NEXIS EUROPE,,"Books, Publications & Information",76131,4618.59,2009-01-02,188-january_2009
3706,,LEXIS-NEXIS EUROPE,,"Books, Publications & Information",76129,4739.95,2009-01-02,187-january_2009
3707,,LEXIS-NEXIS EUROPE,,"Books, Publications & Information",76128,5171.03,2009-01-02,186-january_2009
3708,,KATALYSIS LTD,,Consultancy Fees,75283,1321.88,2009-01-02,185-january_2009
3709,,KATALYSIS LTD,,Consultancy Fees,75251,3186.54,2009-01-02,184-january_2009
3710,,KATALYSIS LTD,,Consultancy Fees,75282,4101.28,2009-01-02,183-january_2009
3711,,JW  CREATIVE DESIGN,,Temporary Agency Staff Costs,74361,2032.50,2009-01-02,182-january_2009
3712,,JW  CREATIVE DESIGN,,Temporary Agency Staff Costs,74928,2130.00,2009-01-02,181-january_2009
3713,,JILL BARTLETT & COMPANY LTD,,Catering Charges,75531,1891.08,2009-01-02,180-january_2009
3714,,JILL BARTLETT & COMPANY LTD,,Catering Charges,74309,3046.97,2009-01-02,179-january_2009
3715,,JILL BARTLETT & COMPANY LTD,,Catering Charges,76056,4167.86,2009-01-02,178-january_2009
3716,,JILL BARTLETT & COMPANY LTD,,Catering Charges,75840,7401.33,2009-01-02,177-january_2009
3717,,JAMES O JENKINS,,Other Supplies & Services,75092,1150.00,2009-01-02,176-january_2009
3718,,JAMES FLETCHER,,Other External Services,75334,9400.00,2009-01-02,175-january_2009
3719,,JACK MORTON WORLDWIDE,,Other Supplies & Services,73559,54878.85,2009-01-02,174-january_2009
3720,,ISIS CONCEPTS LTD,,Equipment Purchase/Hire,76047,1012.00,2009-01-02,173-january_2009
3721,,INSTITUTE OF PUBLIC FINANCE LTD,,Consultancy Fees,75407,12399.30,2009-01-02,172-january_2009
3722,,INDEPENDENT THEATRE COUNCIL,,Other External Services,75253,40250.00,2009-01-02,171-january_2009
3723,,INCENTIVATED LTD,,Internet & Electronic Publishing,73946,1711.20,2009-01-02,170-january_2009
3724,,IMAGINATORS,,Other Supplies & Services,74809,1794.00,2009-01-02,169-january_2009
3725,,IBP ACADEMY,,Training Courses,75814,10453.50,2009-01-02,168-january_2009
3726,,HUNTRESS SEARCH LTD,,Temporary Agency Staff Costs,76061,-577.69,2009-01-02,167-january_2009
3727,,HUNTRESS SEARCH LTD,,Temporary Agency Staff Costs,2445,1025.58,2009-01-02,166-january_2009
3728,,HUNTRESS SEARCH LTD,,Temporary Agency Staff Costs,75001,1068.06,2009-01-02,165-january_2009
3729,,HUNTRESS SEARCH LTD,,Temporary Agency Staff Costs,74052,1177.52,2009-01-02,164-january_2009
3730,,HUNTRESS SEARCH LTD,,Temporary Agency Staff Costs,74054,1429.22,2009-01-02,162-january_2009
3731,,HUNTRESS SEARCH LTD,,Temporary Agency Staff Costs,74994,1500.68,2009-01-02,161-january_2009
3732,,HUNTRESS SEARCH LTD,,Temporary Agency Staff Costs,74734,1572.14,2009-01-02,160-january_2009
3733,,HUNTRESS SEARCH LTD,,Temporary Agency Staff Costs,74581,1350.77,2009-01-02,163-january_2009
3734,,Mrs Nina Nittinger,,Hotels & Lodgings,76106,2016.60,2009-01-02,70-january_2009
3735,,XCHANGETEAM GROUP,,Temporary Agency Staff Costs,75308,1081.01,2009-01-02,353-january_2009
3736,,XCHANGETEAM GROUP,,Temporary Agency Staff Costs,73229,1081.01,2009-01-02,352-january_2009
3737,,XCHANGETEAM GROUP,,Temporary Agency Staff Costs,73602,1351.26,2009-01-02,351-january_2009
3738,,WORDWAVE INTERNATIONAL,,Translation Fees,75068,1145.62,2009-01-02,350-january_2009
3739,,WORDWAVE INTERNATIONAL,,Translation Fees,74009,1527.50,2009-01-02,349-january_2009
3740,,WINDFIELD PROMOTIONS LTD,,Other Supplies & Services,76109,240388.42,2009-01-02,348-january_2009
3741,,WILLIS NEWS DISTRIBUTION LTD,,"Journals, Serials & Newspapers",2456,-48.04,2009-01-02,347-january_2009
3742,,WILLIS NEWS DISTRIBUTION LTD,,"Journals, Serials & Newspapers",2494,-12.22,2009-01-02,346-january_2009
3743,,WILLIS NEWS DISTRIBUTION LTD,,"Journals, Serials & Newspapers",75383,1276.57,2009-01-02,345-january_2009
3744,,VODAFONE CORPORATE LIMITED,,Mobile Phones - Purchase,75727,5641.90,2009-01-02,344-january_2009
3745,,VEOLIA ES ONYX LTD,,Litter Clearing Contract,75652,29706.97,2009-01-02,343-january_2009
3746,,VENN GROUP LIMITED,,Temporary Agency Staff Costs,76170,1028.68,2009-01-02,342-january_2009
3747,,VENN GROUP LIMITED,,Temporary Agency Staff Costs,75750,1028.68,2009-01-02,341-january_2009
3748,,VENN GROUP LIMITED,,Temporary Agency Staff Costs,75233,1028.68,2009-01-02,340-january_2009
3749,,VENN GROUP LIMITED,,Temporary Agency Staff Costs,75510,1150.00,2009-01-02,339-january_2009
3750,,VENN GROUP LIMITED,,Temporary Agency Staff Costs,75364,1329.33,2009-01-02,338-january_2009
3751,,VENN GROUP LIMITED,,Temporary Agency Staff Costs,75369,1358.44,2009-01-02,337-january_2009
3752,,VENN GROUP LIMITED,,Temporary Agency Staff Costs,75753,1380.00,2009-01-02,336-january_2009
3753,,VENN GROUP LIMITED,,Temporary Agency Staff Costs,75370,1457.63,2009-01-02,335-january_2009
3754,,VENN GROUP LIMITED,,Temporary Agency Staff Costs,75751,1494.29,2009-01-02,334-january_2009
3755,,VENN GROUP LIMITED,,Temporary Agency Staff Costs,75281,1678.64,2009-01-02,333-january_2009
3756,,VAN VYNCK ENVIRONMENTAL SERVICES LIMITED,,Pest Control,75645,5382.00,2009-01-02,332-january_2009
3757,,URBAN ESTATES MANAGEMENT LTD,,Temporary Agency Staff Costs,75182,4350.33,2009-01-02,331-january_2009
3758,,URBAN ESTATES MANAGEMENT LTD,,Temporary Agency Staff Costs,75183,4350.34,2009-01-02,330-january_2009
3759,,URBAN DESIGN PLUS LTD,,Consultancy Fees,75064,1622.57,2009-01-02,329-january_2009
3760,,URBAN DESIGN PLUS LTD,,Consultancy Fees,74454,6682.24,2009-01-02,328-january_2009
3761,,URBAN DESIGN PLUS LTD,,Consultancy Fees,75939,8099.69,2009-01-02,327-january_2009
3762,,TRADE WINDS,,Other Printing,75536,1000.00,2009-01-02,326-january_2009
3763,,TRADE WINDS,,Other Printing,75655,2734.00,2009-01-02,325-january_2009
3764,,TRADE WINDS,,Other Printing,73807,3151.35,2009-01-02,324-january_2009
3765,,TOTTENHAM HOTSPUR FOUNDATION,,Other Supplies & Services,75498,1477.86,2009-01-02,323-january_2009
3766,,TMP WORLDWIDE LTD,,Advertising,2458,-157.44,2009-01-02,322-january_2009
3767,,TMP WORLDWIDE LTD,,Other Recruitment Expenses,74798,1025.40,2009-01-02,321-january_2009
3768,,TMP WORLDWIDE LTD,,Advertising,74800,2743.90,2009-01-02,320-january_2009
3769,,TMP WORLDWIDE LTD,,Advertising,74598,3040.83,2009-01-02,319-january_2009
3770,,THE WILDFOWL & WETLANDS TRUST,,Grants to Other Bodies,75719,25826.20,2009-01-02,318-january_2009
3771,,THE SUSAN MILLS PORTFOLIO LTD,,Temporary Agency Staff Costs,74743,1099.28,2009-01-02,317-january_2009
3772,,THE SUSAN MILLS PORTFOLIO LTD,,Temporary Agency Staff Costs,75457,1168.86,2009-01-02,316-january_2009
3773,,THE MUSLIM SAFETY FORUM,,Grants to Other Bodies,75053,10000.00,2009-01-02,315-january_2009
3774,,THE MENTAL HEALTH COMPANY,,Other External Services,75268,2588.78,2009-01-02,314-january_2009
3775,,THE HUB,,Other External Services,75258,3450.00,2009-01-02,313-january_2009
3776,,THE COGENCY,,Other Supplies & Services,74824,11364.30,2009-01-02,312-january_2009
3777,,THE BIKE DOCTOR,,Other External Services,75555,2160.00,2009-01-02,311-january_2009
3778,,THE AUDIT COMMISSION,,External Audit Fees,75810,14328.31,2009-01-02,310-january_2009
3779,,THAMES WATER UTILITIES LTD,,Water & Sewage Charges,75058,1169.22,2009-01-02,309-january_2009
3780,,THAMES WATER UTILITIES LTD,,Water & Sewage Charges,75059,1532.50,2009-01-02,308-january_2009
3781,,TAYLORSON ASSOCIATES,,Training Courses,74082,1171.82,2009-01-02,307-january_2009
3782,,SYSTEMS ACCOUNTANTS,,Temporary Agency Staff Costs,74751,2587.50,2009-01-02,306-january_2009
3783,,SYSTEMS ACCOUNTANTS,,Temporary Agency Staff Costs,74752,3162.50,2009-01-02,305-january_2009
3784,,SYSTEMS ACCOUNTANTS,,Temporary Agency Staff Costs,75172,7762.50,2009-01-02,304-january_2009
3785,,SYSTEM ASSOCIATES LTD,,Capital Expenditure - Consultancy,76031,2041.25,2009-01-02,303-january_2009
3786,,SYSTEM ASSOCIATES LTD,,Capital Expenditure - Consultancy,76030,2041.25,2009-01-02,302-january_2009
3787,,SYSTEM ASSOCIATES LTD,,Capital Expenditure - Consultancy,76029,2041.25,2009-01-02,301-january_2009
3788,,SWETS INFORMATION SERVICES LTD,,"Journals, Serials & Newspapers",2495,-232.73,2009-01-02,300-january_2009
3789,,SWETS INFORMATION SERVICES LTD,,"Journals, Serials & Newspapers",75875,2445.54,2009-01-02,299-january_2009
3790,,SWETS INFORMATION SERVICES LTD,,"Journals, Serials & Newspapers",75874,2707.37,2009-01-02,298-january_2009
3791,,SUSTAINABLE ENTERPRISE LTD,,Other Expenses Reimbursed,75090,6428.65,2009-01-02,297-january_2009
3792,,SUSTAINABLE ENTERPRISE LTD,,Insurance,75721,7875.00,2009-01-02,296-january_2009
3793,,SURREY WELFARE RIGHTS UNIT,,Travel Cards,75866,1166.70,2009-01-02,295-january_2009
3794,,SUNEEL CHADHA,,Consultancy Fees,75032,9220.00,2009-01-02,294-january_2009
3795,,STOPGAP LTD,,Temporary Agency Staff Costs,73767,1485.94,2009-01-02,293-january_2009
3796,,AMAZE (EUROPE) LTD,,Other External Services,,3881.25,2009-02-02,11-february_2009
3797,,ANDERS ELITE,,Temporary Agency Staff Costs,,1181.89,2009-02-02,22-february_2009
3798,,ANDERS ELITE,,Temporary Agency Staff Costs,,2639.02,2009-02-02,13-february_2009
3799,,ANDERS ELITE,,Temporary Agency Staff Costs,,2639.02,2009-02-02,14-february_2009
3800,,ANDERS ELITE,,Temporary Agency Staff Costs,,2639.02,2009-02-02,15-february_2009
3801,,ANDERS ELITE,,Capital Expenditure - Consultancy,,2527.90,2009-02-02,16-february_2009
3802,,ANDERS ELITE,,Capital Expenditure - Consultancy,,2527.90,2009-02-02,17-february_2009
3803,,ANDERS ELITE,,Temporary Agency Staff Costs,,2474.11,2009-02-02,18-february_2009
3804,,ANDERS ELITE,,Temporary Agency Staff Costs,,2474.11,2009-02-02,19-february_2009
3805,,ANDERS ELITE,,Temporary Agency Staff Costs,,1484.47,2009-02-02,20-february_2009
3806,,ANDERS ELITE,,Temporary Agency Staff Costs,,1323.39,2009-02-02,21-february_2009
3807,,ANDERS ELITE,,Capital Expenditure - Consultancy,,2721.18,2009-02-02,12-february_2009
3808,,ANDERS ELITE,,Temporary Agency Staff Costs,,1150.00,2009-02-02,23-february_2009
3809,,ANDERS ELITE,,Temporary Agency Staff Costs,,1065.58,2009-02-02,24-february_2009
3810,,ANDERS ELITE,,Temporary Agency Staff Costs,,1006.25,2009-02-02,25-february_2009
3811,,ANDERS ELITE,,Capital Expenditure - Consultancy,,-168.55,2009-02-02,26-february_2009
3812,,ANDERS ELITE,,Capital Expenditure - Consultancy,,-168.55,2009-02-02,27-february_2009
3813,,ARCHANT (LONDON),,"Journals, Serials & Newspapers",,1424.80,2009-02-02,28-february_2009
3814,,ASSIST KNOWLEDGE DEVELOPMENT LTD,,Training Courses,,1374.83,2009-02-02,29-february_2009
3815,,ASSOCIATION FOR THE CONSERVATION OF ENER,,Consultancy Fees,,11677.15,2009-02-02,30-february_2009
3816,,ATIYA HASSAN,,Other External Services,,1000.00,2009-02-02,31-february_2009
3817,,AMAZE (EUROPE) LTD,,Capital Expenditure - Consultancy,,7380.70,2009-02-02,10-february_2009
3818,,ATKINSON COMMUNICATIONS,,Training Courses,,3163.78,2009-02-02,32-february_2009
3819,,AMAZE (EUROPE) LTD,,Capital Expenditure - Consultancy,,8849.25,2009-02-02,9-february_2009
3820,,BADENOCH & CLARK,,Temporary Agency Staff Costs,,1693.52,2009-02-02,33-february_2009
3821,,BADENOCH & CLARK,,Temporary Agency Staff Costs,,1647.26,2009-02-02,34-february_2009
3822,,BADENOCH & CLARK,,Temporary Agency Staff Costs,,1647.26,2009-02-02,35-february_2009
3823,,BADENOCH & CLARK,,Temporary Agency Staff Costs,,1647.26,2009-02-02,36-february_2009
3824,,BADENOCH & CLARK,,Temporary Agency Staff Costs,,1647.26,2009-02-02,37-february_2009
3825,,BADENOCH & CLARK,,Temporary Agency Staff Costs,,1521.45,2009-02-02,38-february_2009
3826,,BADENOCH & CLARK,,Temporary Agency Staff Costs,,1512.40,2009-02-02,39-february_2009
3827,,BADENOCH & CLARK,,Temporary Agency Staff Costs,,1503.34,2009-02-02,40-february_2009
3828,,BADENOCH & CLARK,,Temporary Agency Staff Costs,,1458.06,2009-02-02,41-february_2009
3829,,BANNER BUSINESS SUPPLIES LTD,,Stationery & Consumables,,-5.04,2009-02-02,42-february_2009
3830,,BANNER BUSINESS SUPPLIES LTD,,Stationery & Consumables,,-6.30,2009-02-02,43-february_2009
3831,,BANNER BUSINESS SUPPLIES LTD,,Stationery & Consumables,,-11.80,2009-02-02,44-february_2009
3832,,BANNER BUSINESS SUPPLIES LTD,,Stationery & Consumables,,-18.52,2009-02-02,45-february_2009
3833,,BANNER BUSINESS SUPPLIES LTD,,Stationery & Consumables,,-27.63,2009-02-02,46-february_2009
3834,,BANNER BUSINESS SUPPLIES LTD,,Other Supplies & Services,,-28.60,2009-02-02,47-february_2009
3835,,BANNER BUSINESS SUPPLIES LTD,,Other Supplies & Services,,-28.60,2009-02-02,48-february_2009
3836,,BANNER BUSINESS SUPPLIES LTD,,Stationery & Consumables,,-29.70,2009-02-02,49-february_2009
3837,,BANNER BUSINESS SUPPLIES LTD,,Stationery & Consumables,,-57.36,2009-02-02,50-february_2009
3838,,BANNER BUSINESS SUPPLIES LTD,,Stationery & Consumables,,-65.27,2009-02-02,51-february_2009
3839,,BANNER BUSINESS SUPPLIES LTD,,Stationery & Consumables,,-66.01,2009-02-02,52-february_2009
3840,,BANNER BUSINESS SUPPLIES LTD,,Stationery & Consumables,,-73.78,2009-02-02,53-february_2009
